券種,組み合わせ,配当,人気
単勝,12,390,2
複勝,12,150,2
複勝,10,120,1
複勝,9,280,6
枠連,5-6,420,1
馬連,10-12,470,1
ワイド,10-12,230,1
ワイド,9-12,990,11
ワイド,9-10,550,3
馬単,12-10,1010,2
3連複,9-10-12,2380,5
3連単,12-10-9,10750,17
