コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*3,5)(1,16,15)4(10,13)9,7(2,11,14)(8,12)-6"
4コーナー,"(*3,5)(1,16,15)(4,10)(9,13)7(2,11,14)12,8,6"
