券種,組み合わせ,配当,人気
単勝,6,2070,8
複勝,6,390,10
複勝,8,130,1
複勝,1,130,2
枠連,5-6,1330,6
馬連,6-8,3070,14
ワイド,6-8,1080,16
ワイド,1-6,970,14
ワイド,1-8,240,1
馬単,6-8,8520,33
3連複,1-6-8,3410,7
3連単,6-8-1,35420,123
