券種,組み合わせ,配当,人気
単勝,6,500,3
複勝,6,210,3
複勝,1,200,2
馬連,1-6,910,4
ワイド,1-6,330,5
ワイド,3-6,990,14
ワイド,1-3,860,12
馬単,6-1,2230,11
3連複,1-3-6,3930,15
3連単,6-1-3,14630,60
