券種,組み合わせ,配当,人気
単勝,11,1440,6
複勝,11,310,6
複勝,12,120,1
複勝,6,390,8
枠連,8-8,890,3
馬連,11-12,960,3
ワイド,11-12,440,4
ワイド,6-11,2190,29
ワイド,6-12,760,7
馬単,11-12,2980,11
3連複,6-11-12,4420,17
3連単,11-12-6,28410,97
