券種,組み合わせ,配当,人気
単勝,15,760,4
複勝,15,310,5
複勝,2,1440,14
複勝,14,240,3
枠連,1-8,1170,3
馬連,2-15,33760,70
ワイド,2-15,8570,75
ワイド,14-15,1010,11
ワイド,2-14,7740,68
馬単,15-2,62100,139
3連複,2-14-15,53480,157
3連単,15-2-14,402340,027
