コーナー,通過順
1コーナー,"1,6,2,5-4-(8,11)(9,10)(3,7)-12"
2コーナー,"1,6,2,5,4-(8,11)(9,10)7,3-12"
3コーナー,"(*1,6)5,2,4-(8,11)(9,10,7)-(3,12)"
4コーナー,"(*1,6)(2,5)4-(8,11)7(9,10)=3,12"
