着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,9,ジェットマグナム,牡4,57.0,松山,2:01.0,,3,4.1,34.5,栗東安達,504(+4)
2,2,2,ハートメテオ,牝4,55.0,鮫島駿,2:01.1,1,2,3.3,34.0,栗東笹田,444(0)
3,8,10,ピンキープロミス,牡6,58.0,斎藤,2:01.4,1.1/2,9,93.5,34.5,美浦畠山,488(0)
4,4,4,ディーガレジェンド,牡5,58.0,西塚,2:01.4,アタマ,4,6.2,34.8,栗東藤原,476(+6)
5,5,5,ジョイエッロ,牡4,57.0,田口,2:01.5,1/2,1,2.6,34.8,栗東池江,446(-2)
6,7,8,バガン,牡8,58.0,岩田望,2:01.5,クビ,5,16.1,34.7,栗東宮地,486(+8)
7,3,3,リッチブラック,牡7,58.0,ハマー,2:01.9,2,6,25.4,34.7,栗東西村,460(-6)
8,6,6,アンテロース,牡6,58.0,浜中,2:02.0,1,7,49.2,35.1,栗東岡田,466(+4)
9,1,1,コスモエクスプレス,牡7,58.0,菱田,2:02.2,1,8,56.1,34.9,美浦松永康,498(+6)
10,7,7,ショウナンハウル,セ5,58.0,北村友,2:02.5,2,10,103.1,35.5,栗東松下,502(+4)
