馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ボンジュルネ,牡3,武藤,美浦・武藤,,31.9,7,,,,480(0),,,,,,,ラブリーデイ,エンパイアメーカー,,
2,2,パールフロント,牝3,川又,栗東・寺島,,61.3,9,,,,530(0),,,,,,,デクラレーションオブウォー,クロフネ,,
3,3,マークオブゾロ,牡3,城戸,栗東・西村,,8.6,4,,,,480(0),,,,,,,マスクゾロ,シンボリクリスエス,,
4,4,ファーストドラゴン,牡3,富田,栗東・野中,,12.6,5,,,,478(0),,,,,,,マジェスティックウォリアー,オルフェーヴル,,B
5,5,オメガドライヴ,牡3,北村宏,栗東・安田,,3.6,2,,,,492(0),,,,,,,マインドユアビスケッツ,ディープインパクト,,
6,6,ワクシングムーン,牡3,,栗東・畑端,,14.4,6,,,,522(0),,,,,,,アドマイヤムーン,New Approach,,
7,7,ニホンピロミラーク,牡3,田口,栗東・安達,,42.1,8,,,,488(0),,,,,,,ダンカーク,カジノドライヴ,,
8,7,ランスオブフェイス,牝3,高杉,栗東・奥村豊,,6.3,3,,,,478(0),,,,,,,ゴールドシップ,ブライアンズタイム,,
9,8,エイカイラウール,牝3,荻野琢,栗東・梅田,,69.8,10,,,,466(0),,,,,,,ダンカーク,オルフェーヴル,,
10,8,ワカミヤプリンス,牡3,岩田康,栗東・藤野,,2.1,1,,,,522(0),,,,,,,エスポワールシチー,ビッグサンデー,,
