着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,6,ユウグロスファクタ,牝5,56.0,松本,0:57.5,,6,9.1,34.9,栗東新谷,506(-4)
2,2,2,デルマシルフ,牝5,56.0,松若,0:57.8,2,10,33.5,35.6,栗東畑端,480(+10)
3,6,10,ルクスメテオール,牡4,58.0,富田,0:58.1,1.3/4,1,4.3,35.3,栗東小林,484(0)
4,1,1,プリティインピンク,牝6,56.0,菊沢,0:58.3,3/4,3,5.8,35.5,美浦小手川,446(+4)
5,4,5,オーロベルディ,牝5,56.0,国分恭,0:58.5,1.1/2,8,20.9,35.4,栗東緒方,496(+16)
6,5,8,フォルティーナ,牝4,56.0,西塚,0:59.0,3,11,39.5,35.7,栗東石橋,420(-18)
7,3,3,ペイシャカレン,牝5,56.0,江田照,0:59.2,1.1/2,2,4.5,36.9,美浦粕谷,454(+4)
8,7,12,テンクウフラワー,牝5,56.0,秋山真,0:59.2,クビ,9,27.4,36.4,栗東渡辺,422(-22)
9,6,9,ファーストリッキー,セ5,58.0,佐々木,0:59.2,アタマ,14,80.7,35.6,栗東村山,486(0)
10,5,7,アイファースキャン,牡4,58.0,丸山,0:59.3,クビ,4,6.8,36.7,美浦根本,490(+6)
11,7,11,フチサンメルチャン,牡7,58.0,小牧太,0:59.4,3/4,12,40.2,36.1,栗東笹田,480(0)
12,3,4,デルマカミーラ,牝5,56.0,小沢,0:59.6,1,7,14.6,36.7,栗東牧田,488(+4)
13,8,13,フラッシュアーク,牝5,56.0,黛,0:59.6,ハナ,13,66.3,36.6,美浦青木,486(+12)
14,8,14,コウソクカレン,牝6,56.0,丹内,0:59.9,1.3/4,5,8.9,36.9,美浦中舘,500(0)
