馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ビップジーニー,牡3,田口,栗東・松下,先行,52.9,12,1,3歳以上1勝クラス,35.8,484(+4),京都,14,中1週,Y,,3,サトノアラジン,Sinndar,
2,2,ジャスティンアース,牡3,松山,栗東・杉山晴,先行,9.7,3,8,,35.5,466(-8),札幌,84,中11週,Y,,3,キズナ,Bodemeister,
3,3,アウフヘーベン,牝4,菱田,栗東・高橋亮,先行,45.5,11,3,3歳以上2勝クラス,34.4,464(+2),京都,35,中4週,Y,,3,サトノダイヤモンド,キングカメハメハ,
4,4,ワールズエンド,牡3,Ｃデム,栗東・池添,先行,1.8,1,2,,34.3,462(-8),中京,77,中10週,Y,,3,ロードカナロア,ゼンノロブロイ,
5,5,コト,牝3,岩田望,栗東・野中,差し,24.3,8,4,3歳以上2勝クラス,34.0,482(0),京都,22,中2週,Y,,3,キズナ,キングカメハメハ,
6,5,エヴァンスウィート,牝3,戸崎圭,栗東・友道,差し,32.5,10,1,3歳以上1勝クラス,33.5,438(-6),東京,21,中2週,Y,,3,スワーヴリチャード,Machiavellian,
7,6,エポックヴィーナス,牝3,坂井,栗東・新谷,差し,13.2,4,4,3歳以上2勝クラス,34.4,438(-2),中京,50,中6週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,
8,6,ヨウシタンレイ,牝4,Ｍデム,栗東・藤野,差し,25.2,9,1,3歳以上1勝クラス,34.5,468(-2),中京,49,中6週,Y,,3,サトノアラジン,ファンタスティックライト,
9,7,テラメリタ,牝3,ルメー,栗東・須貝,差し,19.4,7,7,,33.8,468(-4),中京,62,中8週,Y,,3,ブリックスアンドモルタル,ヴィクトワールピサ,
10,7,ムーンリットナイト,牡5,川田,栗東・杉山佳,先行,5.4,2,2,3歳以上2勝クラス,34.4,504(-2),中京,50,中6週,Y,,3,マジェスティックウォリアー,ゼンノロブロイ,
11,8,テーオーダグラス,牡3,武豊,栗東・須貝,,14.3,5,4,,34.9,482(+2),京都,21,中2週,Y,,3,リアルスティール,ハービンジャー,
12,8,チュウワダンス,牝5,荻野琢,栗東・大久保,差し,15.4,6,1,3歳以上1勝クラス,34.5,460(-10),札幌,84,中11週,Y,,3,ハーツクライ,Alamosa,
