着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,14,テリフィックプラン,牡3,55.0,ルメー,1:53.8,,1,1.8,38.6,美浦萩原,492(0)
2,5,9,コトホドサヨウニ,牡3,55.0,佐々木,1:54.1,2,2,3.2,39.1,栗東奥村豊,500(+6)
3,8,15,トーセンクライスト,牡5,58.0,丸田,1:54.9,5,3,17.4,39.5,美浦宗像,516(-4)
4,2,4,パーサヴィアランス,牡5,58.0,三浦,1:55.0,3/4,9,43.6,39.6,栗東西村,466(+16)
5,3,5,ライラスター,セ5,58.0,岩田康,1:55.0,ハナ,5,19.1,40.3,美浦森一,474(0)
6,6,12,サイモンソーラン,牡5,58.0,原,1:55.1,1/2,4,18.4,39.2,美浦勢司,480(+2)
7,4,7,イルミネーター,牡7,58.0,水口,1:55.2,1/2,11,72.2,39.3,栗東羽月,482(+4)
8,1,2,エリンアキレウス,牡4,58.0,丹内,1:55.3,1/2,13,121.5,39.1,美浦清水英,534(-8)
9,6,11,スプレーフォール,牡3,55.0,石川,1:55.5,3/4,7,33.8,39.8,美浦相沢,442(0)
10,4,8,イスカンダル,セ5,58.0,小林脩,1:56.3,5,15,235.9,40.6,美浦武藤,468(-2)
11,2,3,グラシアス,牡4,58.0,丸山,1:56.5,1.1/2,16,325.7,40.6,美浦中舘,460(+10)
12,7,13,オセアバトルプラン,牡4,58.0,横山武,1:56.5,アタマ,6,31.6,41.4,美浦菊川,488(+2)
13,3,6,ササヤキ,セ4,58.0,柴田大,1:57.0,3,10,59.9,41.8,美浦田中剛,502(-30)
14,1,1,アイファーグローブ,牡5,58.0,秋山稔,1:57.5,3,12,90.9,42.8,美浦蛯名利,474(+4)
15,5,10,キュピドン,牡4,58.0,武豊,1:58.4,5,8,37.4,43.1,栗東森秀,508(-6)
16,8,16,ジャックパール,牡4,58.0,小林勝,1:58.5,1/2,14,157.6,43.8,美浦鈴木慎,460(+6)
