券種,組み合わせ,配当,人気
単勝,4,890,4
複勝,4,270,4
複勝,1,150,2
複勝,7,610,7
枠連,1-4,1470,5
馬連,1-4,1690,5
ワイド,1-4,700,5
ワイド,4-7,2950,29
ワイド,1-7,1180,12
馬単,4-1,3540,11
3連複,1-4-7,11760,32
3連単,4-1-7,54480,144
