着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,タガノバビロン,牡3,55.0,荻野極,1:52.6,,1,2.7,37.0,栗東西園翔,514(0)
2,5,5,テスティモーネ,牡3,55.0,太宰啓,1:53.0,2,2,5.1,37.6,栗東大根田,518(+6)
3,3,3,アリエスキング,牡4,58.0,田口,1:53.1,1/2,6,14.7,37.1,栗東庄野,462(-2)
4,2,2,ソリスクラヴィス,牡3,55.0,北村友,1:53.5,2.1/2,5,7.0,37.8,栗東西園正,512(+6)
5,7,10,パカーラン,牡4,58.0,バデル,1:53.6,1/2,4,5.7,38.5,栗東藤原,478(0)
6,6,8,ダディーズトリップ,牡9,58.0,団野,1:53.6,ハナ,9,45.7,37.5,栗東千田,472(+2)
7,8,11,シャルクハフト,牡3,55.0,吉村,1:53.9,2,3,5.6,37.8,栗東清水久,488(-4)
8,1,1,パーサヴィアランス,牡6,58.0,佐々木,1:54.3,2,8,38.5,38.2,栗東西村,462(-2)
9,6,7,プウスカンドゥール,牝5,56.0,国分優,1:54.5,1.1/4,12,192.3,38.3,栗東坂口,468(+12)
10,5,6,ヒデノレインボー,牡6,58.0,川須,1:54.5,クビ,11,112.7,38.0,栗東梅田,494(-4)
11,7,9,セレクティオ,牡5,58.0,小沢,1:54.8,1.3/4,10,110.5,38.3,栗東橋口,490(0)
12,8,12,メイショウソウセキ,牡3,55.0,永島,1:56.3,9,7,15.4,41.2,栗東松永幹,492(-2)
