券種,組み合わせ,配当,人気
単勝,4,130,1
複勝,4,110,2
複勝,6,130,1
複勝,3,270,6
馬連,4-6,240,1
ワイド,4-6,140,1
ワイド,3-4,550,7
ワイド,3-6,1120,13
馬単,4-6,320,1
3連複,3-4-6,1900,6
3連単,4-6-3,3540,10
