券種,組み合わせ,配当,人気
単勝,5,290,2
複勝,5,160,2
複勝,13,170,3
複勝,1,230,4
枠連,3-7,1090,4
馬連,5-13,1120,3
ワイド,5-13,530,3
ワイド,1-5,850,8
ワイド,1-13,890,9
馬単,5-13,1870,4
3連複,1-5-13,5620,15
3連単,5-13-1,24530,63
