着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,ナムラアトム,牡4,58.0,菱田,1:19.9,,2,3.8,34.5,栗東長谷川,490(-6)
2,1,1,ユハンヌス,牡5,58.0,西塚,1:20.0,3/4,3,3.9,34.3,栗東大久保,470(0)
3,6,6,グランデサラス,牡5,58.0,高杉,1:20.0,ハナ,9,33.5,34.1,栗東池添,490(-2)
4,3,3,サクセスアイ,牝5,56.0,池添,1:20.0,クビ,4,7.8,34.5,栗東北出,440(0)
5,8,10,ウインスノーライト,牡5,58.0,長岡,1:20.1,1/2,6,22.2,33.8,栗東杉山晴,494(+2)
6,2,2,ルミノメテオール,牝5,56.0,シュタ,1:20.2,クビ,7,26.9,34.4,美浦金成,466(+2)
7,5,5,メイショウフンケイ,牡7,58.0,吉村,1:20.2,ハナ,5,9.8,35.1,栗東高橋亮,540(-2)
8,6,7,ガロンヌ,牡4,58.0,団野,1:20.2,ハナ,1,2.9,34.9,栗東上村,472(-6)
9,7,9,シークレットキー,牡4,58.0,田口,1:20.9,4,8,29.3,35.2,栗東井上,484(-16)
10,8,11,ダークエクリプス,牡6,58.0,松若,1:21.3,2.1/2,10,52.7,35.9,栗東今野,480(-6)
11,7,8,ラブコメディ,牝4,56.0,小崎,1:21.5,1,11,87.3,36.4,栗東寺島,450(-2)
