着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,7,ジェイパームス,牡4,58.0,鮫島駿,1:46.2,,1,1.5,33.7,美浦堀,514(+8)
2,4,4,ヴィルトブリーゼ,牝5,56.0,三浦,1:46.3,1/2,4,9.3,33.5,美浦古賀,446(+2)
3,7,8,ルクスビッグスター,牡4,58.0,岩田望,1:46.6,2,2,4.9,34.1,栗東清水久,474(0)
4,1,1,メイショウラナキラ,牡5,58.0,原,1:47.0,2.1/2,3,6.7,36.1,栗東高橋亮,464(0)
5,6,6,メタルスパーク,セ7,58.0,野中,1:47.1,1/2,5,12.4,36.8,美浦菊川,486(-18)
6,3,3,ロードディフィート,牡4,58.0,横山和,1:47.7,3.1/2,7,44.1,34.7,美浦和田勇,440(-10)
7,8,9,マイネルトルファン,牡5,58.0,菅原明,1:47.7,クビ,6,18.8,34.9,美浦高木,510(+18)
8,5,5,ラーテル,セ4,58.0,丸田,1:48.0,1.3/4,8,250.8,34.6,美浦南田,454(-10)
除外,2,2,コロンドール,セ7,58.0,吉田豊,,,,,,美浦和田雄,492(+4)
除外,8,10,コスモシャングリラ,牝4,56.0,横山武,,,,,,美浦水野,438(-6)
