券種,組み合わせ,配当,人気
単勝,12,440,2
複勝,12,150,2
複勝,7,110,1
複勝,3,310,6
枠連,5-8,330,1
馬連,7-12,410,1
ワイド,7-12,210,1
ワイド,3-12,880,10
ワイド,3-7,650,7
馬単,12-7,1000,2
3連複,3-7-12,2060,5
3連単,12-7-3,10100,23
