馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ヘンリー,牡5,吉村,栗東・吉岡,先行,29.9,8,14,,39.0,542(-2),中京,77,中10週,Y,,3,ヘニーヒューズ,ディープブリランテ,
2,1,パルデンス B,牡7,小崎,美浦・森一,差し,221.3,16,11,,36.5,496(+2),新潟,64,中8週,Y,,3,ディープブリランテ,ファルブラヴ,
3,2,タマモダイジョッキ,牡7,高杉,栗東・緒方,差し,52.1,10,10,,34.8,486(0),京都,15,中1週,Y,,3,ヘニーヒューズ,フジキセキ,
4,2,ノボリショウリュウ,牡4,武豊,栗東・石橋,差し,8.7,3,3,,34.9,464(0),京都,15,中1週,Y,,3,リアルスティール,クロフネ,
5,3,プロミシングスター,牡4,団野,栗東・高橋忠,先行,7.9,2,12,,37.0,454(-6),阪神,29,中3週,Y,,3,マジェスティックウォリアー,アドマイヤムーン,
6,3,ライジン,牡5,池添,栗東・池添,先行,93.4,12,14,,37.1,492(+6),新潟,64,中8週,Y,,3,Speightstown,Kitten's Joy,
7,4,ビルカール,牡5,丹内,美浦・水野,先行,161.0,15,14,,34.4,462(-8),函館,119,中16週,Y,,3,ミッキーアイル,ストリートセンス,
8,4,ワレハウミノコ,牝5,高倉,栗東・武英,先行,96.5,13,7,,36.8,462(+2),中京,57,中7週,Y,,3,キタサンブラック,Pure Prize,
9,5,セミマル,牡5,西村淳,栗東・西村,差し,17.8,5,4,,36.7,534(-4),阪神,29,中3週,Y,,3,アメリカンペイトリオット,マイネルラヴ,
10,5,エストレヤデベレン,牡4,ルメー,栗東・武幸,差し,12.1,4,8,,37.4,536(-10),中京,57,中7週,Y,,3,エピファネイア,ファスリエフ,
11,6,テイエムランウェイ,牡6,鮫島良,栗東・河嶋,先行,46.6,9,2,,36.4,494(+6),阪神,29,中3週,Y,,3,スズカコーズウェイ,ブライアンズタイム,
12,6,グランフォーブル B,牡5,酒井,美浦・土田,,116.5,14,8,,37.3,484(+2),中山,36,中4週,Y,,3,タリスマニック,ネオユニヴァース,
13,7,ダノンフィーゴ,牡3,川田,栗東・友道,先行,1.5,1,1,3歳以上2勝クラス,35.7,476(+6),阪神,28,中3週,Y,,3,Into Mischief,Candy Ride,
14,7,イノセントキャット,牝4,横山武,美浦・久保田,差し,19.1,6,9,,36.7,454(0),新潟,64,中8週,Y,,3,シュヴァルグラン,キングカメハメハ,
15,8,ジャーヴィス,牡5,坂井,栗東・千田,差し,20.8,7,6,,36.3,498(+4),阪神,29,中3週,Y,,3,ビーチパトロール,メイショウサムソン,
16,8,レーウィン,セ4,岩田康,栗東・上村,先行,53.9,11,14,,39.3,514(+14),中京,71,中9週,Y,,3,ヘニーヒューズ,ディープスカイ,
