馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,テイエムタリスマ,牡3,富田,栗東・木原,先行,3.8,2,3,3歳未勝利,36.1,470(+4),函館,21,中2週,Y,,3,タリスマニック,オルフェーヴル,,
2,2,サトミノエガオ,牝3,丹内,美浦・鈴木伸,,19.3,8,4,3歳未勝利,36.5,458(+10),函館,21,中2週,Y,,3,ニューイヤーズデイ,スウェプトオーヴァーボード,,
3,3,ペレグリン,牝3,長浜,栗東・河嶋,先行,3.6,1,3,3歳未勝利,36.0,432(+6),函館,7,連闘,Y,,3,バンブーエール,マルカシェンク,,
4,4,ラセーヌシュメール,牝3,小林勝,美浦・菊沢,先行,9.3,6,11,3歳未勝利,38.3,444(-10),東京,43,中5週,Y,,3,ロードカナロア,Le Havre,,B
5,5,ココモローズ,牝3,大野,美浦・高木,差し,48.5,10,5,3歳未勝利,36.7,430(+4),函館,15,中1週,Y,,3,スノードラゴン,ロージズインメイ,,B
6,5,ドルフィンスクエア,牝3,川端,栗東・清水久,先行,47.2,9,18,3歳未勝利,37.2,448(+6),京都,64,中8週,Y,,3,ドレフォン,Kitten's Joy,,
7,6,ユーライナー,牝3,菱田,美浦・高橋文,差し,212.0,12,9,3歳未勝利,34.3,420(-4),東京,64,中8週,Y,,2,リアルスティール,ノヴェリスト,,
8,6,ゴルトシュトラール,牡3,岩田康,美浦・小島,差し,119.8,11,17,3歳未勝利,37.6,440(+10),中山,106,中14週,Y,,1,オルフェーヴル,チチカステナンゴ,,B
9,7,マリノルージュ,牝3,佐々木,美浦・田島,先行,8.4,4,3,3歳未勝利,36.2,466(-2),函館,15,中1週,Y,,3,シャンハイボビー,Doyen,,
10,7,リュウノシンクウハ,牡3,鮫島駿,栗東・牧田,先行,12.6,7,11,3歳未勝利,39.1,486(-4),京都,43,中5週,Y,,3,ドレフォン,Dylan Thomas,,
11,8,ロケットホームラン,牡3,小林凌,美浦・小西,差し,4.9,3,2,3歳未勝利,35.6,504(0),函館,15,中1週,Y,,3,アポロケンタッキー,ストロングリターン,,
12,8,ペイシャアゲイン,牝3,,美浦・伊藤伸,逃げ,9.0,5,7,3歳未勝利,37.7,482(-4),東京,42,中5週,Y,,3,アニマルキングダム,タイキシャトル,,
