コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*10,13)-(3,2,14)16,7(4,5,12)15,6,11,1,8,9"
4コーナー,"(*10,13)(2,14)(3,16)(7,12)15(4,5)6(1,11)-8,9"
