コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"7,15(6,10)11(2,9)(4,8,12)1,13(5,14)3"
4コーナー,"(*7,15)(6,10)11(2,9)(4,8,12)1,13,14,5,3"
