券種,組み合わせ,配当,人気
単勝,3,1720,5
複勝,3,350,5
複勝,9,440,6
複勝,2,230,3
枠連,3-7,6480,23
馬連,3-9,10900,31
ワイド,3-9,2890,32
ワイド,2-3,970,10
ワイド,2-9,1670,20
馬単,3-9,26510,64
3連複,2-3-9,18720,58
3連単,3-9-2,178050,442
