馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,キタサンハナビラ,牝4,藤懸,栗東・斉藤崇,,21.3,9,3,,34.6,,阪神,176,中24週,Y,,3,キタサンブラック,Champs Elysees,,
2,1,テーオーダグラス,牡5,鮫島駿,栗東・須貝,差し,27.1,12,4,,32.9,,阪神,16,中1週,Y,,3,リアルスティール,ハービンジャー,,
3,2,レジェンドシップ,セ6,浜中,栗東・佐藤悠,先行,17.0,7,1,,36.9,,札幌,23,中2週,Y,,3,ゴールドシップ,クロフネ,,
4,2,ミスタージーティー,牡5,坂井,栗東・矢作,先行,14.0,6,9,,33.6,,東京,113,中15週,Y,,3,ドゥラメンテ,Sadler's Wells,,
5,3,スパークリシャール,セ5,ルメー,美浦・小島,追込,10.5,5,2,,35.9,,札幌,30,中3週,Y,,3,スワーヴリチャード,シンボリクリスエス,,
6,3,シンゼンカガ,牡4,吉田隼,栗東・荒川,差し,61.8,15,5,,33.5,,阪神,16,中1週,Y,,3,トーセンラー,Smart Strike,,
7,4,チルカーノ,牝5,北村友,栗東・高野,差し,50.2,14,12,,38.5,,札幌,30,中3週,Y,,3,ハービンジャー,キングカメハメハ,,
8,4,アルマデオロ,牡4,武豊,栗東・清水久,先行,4.5,2,2,,34.8,,札幌,51,中6週,Y,,3,レイデオロ,サクラバクシンオー,,
9,5,ファームツエンティ,セ6,酒井,栗東・北出,追込,19.9,8,7,,35.4,,阪神,93,中12週,Y,,3,キズナ,ブライアンズタイム,,
10,5,ナリタエスペランサ,牡3,川田,栗東・福永,,3.9,1,1,,34.4,,小倉,85,中11週,Y,,3,キタサンブラック,Invincible Spirit,,
11,6,ジョイボーイ,牡4,松山,栗東・四位,差し,8.0,4,4,,34.6,,東京,99,中13週,Y,,3,レイデオロ,ダイワメジャー,,
12,6,サークルオブジョイ,牡5,西村淳,栗東・池添,差し,23.3,11,6,,35.4,,阪神,93,中12週,Y,,3,Constitution,Colonel John,,
13,7,タイセイフェリーク,牝6,松若,美浦・青木,差し,108.0,16,8,,35.0,,新潟,22,中2週,Y,,3,ミッキーロケット,ディープインパクト,,
14,7,サトノクローク,牡6,池添,栗東・橋口,先行,44.0,13,6,,34.1,,中京,58,中7週,Y,,3,サトノクラウン,ディープインパクト,,
15,8,ベトルス,セ5,岩田望,栗東・友道,先行,6.9,3,6,,35.0,,東京,99,中13週,Y,,3,ハーツクライ,To Honor and Serve,,
16,8,ロードガレリア,牡4,吉村,栗東・藤岡健,差し,22.9,10,1,,34.9,,阪神,92,中12週,Y,,3,フィエールマン,ロードカナロア,,
