コーナー,通過順
1コーナー,"(*2,5)(4,9)8-7,6-1-3"
2コーナー,"(*2,5)-(4,9)8-7,6,1-3"
3コーナー,"(*2,5)(4,9)8-(7,6)-1=3"
4コーナー,"2,4(8,5,9)(7,6)1=3"
