着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,13,テーオーエルビス,牡3,56.0,坂井,1:11.2,,1,1.8,36.0,栗東高柳大,510(+6)
2,4,5,アスタールフナ,牝3,54.0,高杉,1:11.4,1,3,6.6,36.7,栗東中竹,454(+6)
3,1,1,エコロネオ,牡4,58.0,松若,1:11.6,1.1/4,4,16.2,37.0,栗東森秀,480(0)
4,7,11,ランウインディ,牝4,56.0,国分優,1:12.1,3,12,137.0,37.2,栗東中尾,460(0)
5,2,2,スペシャルナンバー,牡6,58.0,吉村,1:12.1,クビ,8,57.3,35.9,栗東西村,490(-2)
6,6,10,フェンダー,牡4,58.0,団野,1:12.4,1.3/4,2,2.9,37.1,栗東斉藤崇,524(+4)
7,5,7,フレイミングパイ,牝4,56.0,幸,1:12.4,ハナ,5,26.2,37.3,栗東中竹,450(-2)
8,3,4,シンエン,牡6,58.0,川須,1:12.6,1.1/4,10,82.1,37.1,栗東松下,498(-4)
9,3,3,ペプチドハドソン,牡5,58.0,小沢,1:12.9,1.1/2,6,27.9,37.2,栗東小椋,492(+4)
10,7,12,サウンドサンビーム,牡8,58.0,酒井,1:12.9,クビ,14,307.2,37.4,栗東安達,488(0)
11,4,6,ゼットカレン,牝5,56.0,和田竜,1:13.0,1/2,13,182.5,37.9,栗東宮,490(0)
12,8,14,オースミメッシーナ,牝6,56.0,田口,1:13.1,クビ,9,74.1,37.5,栗東宮本,470(+4)
13,6,9,サドル,牡6,58.0,西塚,1:13.6,3,11,95.8,38.6,栗東庄野,494(-6)
14,5,8,ズバットマサムネ,セ4,58.0,川又,1:14.9,8,7,53.8,39.7,栗東杉山佳,490(-6)
