着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,イイヒニナル,牝3,54.0,武豊,1:11.4,,6,15.4,36.5,栗東千田,394(+8)
2,7,13,マルプリ,牝3,54.0,横山武,1:11.6,1.1/4,2,6.1,35.9,美浦青木,448(+8)
3,8,15,ホウオウエンジェル,牝6,56.0,丹内,1:11.6,ハナ,4,10.5,36.5,美浦加藤和,490(+8)
4,2,3,マキアージュ,牝4,56.0,鮫島駿,1:11.6,ハナ,7,16.3,36.5,美浦菊川,468(+4)
5,5,10,ドリームアゲイン,牝5,56.0,藤岡佑,1:11.7,クビ,13,50.0,35.7,栗東田中克,486(+16)
6,4,7,キャニオニング,牝5,56.0,松田,1:11.8,1/2,8,20.2,36.3,美浦村田,448(-2)
7,6,11,ハウピア,牝3,54.0,バデル,1:11.8,クビ,15,193.3,35.7,栗東岡田,424(-6)
8,1,2,オルフェスト,牝3,54.0,Mヴェ,1:11.9,1/2,3,6.7,36.4,美浦池上,436(-8)
9,1,1,コーリングユー,牝4,56.0,ルメー,1:12.0,クビ,1,2.4,36.7,栗東安田隆,442(0)
10,7,14,スプレンディダ,牝3,54.0,佐々木,1:12.3,2,12,47.2,36.8,栗東茶木,434(+12)
11,8,16,ピースフルナイト,牝3,54.0,西村淳,1:12.5,1.1/4,9,21.4,37.0,栗東高野,416(+12)
12,2,4,クリノリアルレディ,牝3,54.0,小林凌,1:12.5,クビ,14,109.0,37.7,美浦伊藤伸,470(-2)
13,6,12,アイリッシュパール,牝3,54.0,戸崎圭,1:12.6,クビ,5,11.1,37.3,美浦栗田,474(0)
14,3,6,デルマゴモリー,牝4,56.0,宮川実,1:12.6,クビ,16,195.2,36.7,美浦天間,432(-6)
15,4,8,アルジェントステラ,牝5,56.0,モリス,1:12.7,クビ,11,46.3,37.4,美浦和田郎,456(+8)
16,3,5,フリントロック,牝3,54.0,鷲頭,1:12.8,1/2,10,29.7,37.5,美浦菊沢,416(-12)
