馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,エリカヴィータ B,牝4,北村宏,美浦・国枝,差し,49.6,12,10,,34.7,456(0),福島,28,中3週,Y,,3,キングカメハメハ,フジキセキ,
2,1,サクラトゥジュール,牡6,レーン,美浦・堀,差し,18.9,7,14,,34.2,514(-12),東京,104,中14週,Y,,3,ネオユニヴァース,シンボリクリスエス,
3,2,ヴィジュネル,牡5,菅原明,栗東・渡辺,差し,55.4,13,2,,35.6,482(+4),新潟,20,中2週,Y,,3,マクフィ,サンデーサイレンス,
4,2,スライリー,牝5,木幡巧,美浦・相沢,差し,110.7,14,14,,35.3,446(+4),福島,28,中3週,Y,,3,オルフェーヴル,ディープインパクト,
5,3,アイコンテーラー,牝5,菱田,栗東・河内,先行,14.8,6,2,,34.5,474(-6),中京,126,中17週,Y,,3,ドゥラメンテ,ケイムホーム,
6,3,ルージュエヴァイユ,牝4,戸崎圭,美浦・黒岩,差し,4.2,1,12,,34.9,466(+8),中京,126,中17週,Y,,3,ジャスタウェイ,Frankel,
7,4,インテンスライト B,牡7,大野,美浦・菊沢,差し,285.6,16,8,,34.0,498(+2),中山,69,中9週,Y,,3,エイシンフラッシュ,フレンチデピュティ,
8,4,マテンロウスカイ,セ4,横山典,栗東・松永幹,,7.3,4,1,,33.9,478(-2),阪神,70,中9週,Y,,3,モーリス,スペシャルウィーク,
9,5,エイシンチラー,牝5,柴田大,美浦・田中剛,先行,42.1,11,7,,34.7,486(+8),福島,28,中3週,Y,,3,リアルインパクト,フレンチデピュティ,
10,5,キングストンボーイ,セ5,三浦,美浦・鹿戸,差し,24.1,9,13,,36.6,488(-18),中山,153,中21週,Y,,3,ドゥラメンテ,フォーティナイナー,
11,6,ジェットモーション B,セ7,小林勝,栗東・藤岡,差し,279.9,15,5,,35.9,540(-6),福島,34,中4週,Y,,3,ハーツクライ,シンボリクリスエス,
12,6,ノースザワールド,牡5,横山和,栗東・大久保,先行,8.8,5,15,,37.0,472(-6),阪神,48,中6週,Y,,3,ディープインパクト,Giant's Causeway,
13,7,ワールドバローズ,牡5,和田竜,栗東・石坂,先行,41.4,10,5,,34.3,464(0),阪神,76,中10週,Y,,3,ディスクリートキャット,ディープインパクト,
14,7,ドーブネ,牡4,吉田隼,栗東・武幸,,4.3,2,3,,35.6,478(+4),中山,83,中11週,Y,,3,ディープインパクト,Footstepsinthesand,
15,7,エピファニー,牡4,ルメー,美浦・宮田,先行,4.5,3,4,,33.5,512(-2),中山,69,中9週,Y,,3,エピファネイア,ディープインパクト,
16,8,バイオスパーク,牡8,津村,栗東・浜田,先行,445.1,18,9,,36.3,474(0),福島,34,中4週,Y,,3,オルフェーヴル,マイネルラヴ,
17,8,アンセッドヴァウ,セ6,石川,栗東・中竹,差し,376.9,17,8,,36.6,460(0),阪神,49,中6週,Y,,3,Giant's Causeway,Lion Heart,
18,8,コスタボニータ,牝4,松山,栗東・杉山佳,差し,20.7,8,3,,34.0,462(0),阪神,42,中5週,Y,,3,イスラボニータ,Kendor,
