着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,9,ルクソールカフェ,牡3,57.0,キング,1:52.8,,2,2.8,38.7,美浦堀,538(+2)
2,6,10,ベリタバグス,牡3,57.0,黛,1:53.7,5,3,5.5,39.2,美浦森一,480(-4)
3,8,14,シャイニーシップ,牡3,57.0,丹内,1:54.2,3,6,20.5,38.7,美浦畠山,488(+2)
4,8,13,オタマジャクシ,牡3,57.0,木幡育,1:54.3,クビ,4,9.0,39.3,美浦松永康,484(+2)
5,4,6,アメージング,牡3,57.0,田辺,1:54.3,ハナ,8,48.8,40.2,美浦中舘,478(0)
6,4,5,スナッピードレッサ,牡3,57.0,横山武,1:54.3,ハナ,1,2.8,39.8,美浦大竹,486(+2)
7,7,12,チムニートップス,牡3,57.0,戸崎圭,1:54.4,クビ,5,10.6,39.6,栗東杉山晴,488(+12)
8,1,1,レッドベルダンス,牡3,57.0,Hドイ,1:55.1,4,12,76.7,40.1,美浦手塚,476(+2)
9,7,11,オリーブグリーン,牡3,57.0,菅原明,1:55.5,2.1/2,7,34.5,41.1,栗東矢作,534(-10)
10,5,8,レッドルイナール,牡3,57.0,佐々木,1:55.6,クビ,9,61.5,40.5,美浦加藤征,486(0)
11,2,2,アレスグート,牡3,57.0,木幡巧,1:55.9,2,13,207.4,41.1,美浦牧,454(-4)
12,3,4,エンプレスフレーム,牝3,55.0,原,1:56.7,5,10,68.1,42.0,美浦上原博,446(-6)
13,3,3,ビーコ,牝3,55.0,長岡,1:57.6,5,11,74.6,43.0,美浦竹内,480(+10)
14,5,7,アタラシイカドデニ,牡3,57.0,大野,1:59.0,9,14,269.4,43.3,美浦上原博,504(+6)
