馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ブラックヴァール,牝6,横山和,美浦・菊川,,20.0,7,,,0.0,470(0),函館,231,中32週,Y,Y,3,ジャングルポケット,スタチューオブリバティ,,B
2,2,ダイシンアポロン,牡5,田辺,美浦・戸田,差し,32.8,8,9,,34.1,474(0),中山,36,中4週,Y,,3,レイデオロ,アグネスタキオン,,
3,3,レイヤードレッド,牡4,江田照,美浦・手塚久,先行,44.1,10,8,,34.2,486(-8),中山,36,中4週,Y,,3,フィエールマン,スニッツェル,,
4,4,タッチアンドムーブ,牡5,荻野極,美浦・栗田,差し,12.5,4,6,,35.4,460(+6),中山,77,中10週,Y,,3,ハービンジャー,スペシャルウィーク,,
5,5,カリーニョ,牡5,ルメー,栗東・杉山晴,差し,2.0,1,2,3歳以上2勝クラス,34.8,472(+4),阪神,64,中8週,Y,,3,ドゥラメンテ,ハービンジャー,,
6,6,バードウォッチャー,牡5,三浦,美浦・国枝,差し,14.8,5,4,4歳以上2勝クラス,34.5,484(-2),東京,28,中3週,Y,,3,ブラックタイド,キングカメハメハ,,B
7,7,アメージング,牡4,大野,美浦・中舘,逃げ,35.0,9,12,,41.4,496(-6),中山,55,中7週,Y,,2,Kitten's Joy,Speightstown,,B
8,7,ヤマニンアドホック,牡5,石川,美浦・辻,先行,3.6,2,2,,33.5,462(-2),中山,36,中4週,Y,,3,ノヴェリスト,ダイワメジャー,,
9,8,キャピタルリッチ,牡4,菅原明,美浦・小笠,差し,7.0,3,1,4歳以上1勝クラス,34.3,466(0),中山,48,中6週,Y,,3,オルフェーヴル,アグネスタキオン,,
10,8,ゴーソーファー,牝4,津村,美浦・手塚久,差し,17.0,6,15,3歳以上2勝クラス,37.9,474(+12),京都,99,中13週,Y,,3,キズナ,Ghostzapper,,B
