馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ドマーネ,牝4,国分恭,栗東・辻野,差し,35.1,9,9,4歳以上1勝クラス,34.8,436(0),中京,91,中12週,Y,,3,ゴールドシップ,Blame,,
2,2,タイムレスキス,牝3,武豊,栗東・吉村,先行,3.7,1,12,,35.5,474(+4),東京,127,中17週,Y,,3,ポエティックフレア,ルーラーシップ,,
3,3,アルディスティーノ,牝4,横山琉,栗東・安田,先行,16.5,7,8,4歳以上1勝クラス,38.4,468(-10),小倉,113,中15週,Y,,3,イスラボニータ,Orpen,,
4,4,レダアトミカ,牝3,舟山,美浦・上原佑,差し,4.8,3,3,,35.9,500(+16),阪神,70,中9週,Y,,3,リアルスティール,Orpen,,
5,5,メリザンド,牝4,杉原,美浦・小手川,,12.6,6,3,,34.3,470(+4),福島,64,中8週,Y,,3,サトノダイヤモンド,シンボリクリスエス,,
6,5,クリスレジーナ,牝3,斎藤,栗東・高野,差し,6.8,5,3,,34.1,474(+16),京都,50,中6週,Y,,3,エピファネイア,ディープインパクト,,
7,6,アストリル,牝3,丹内,美浦・鈴木慎,差し,6.1,4,5,,33.8,448(0),東京,50,中6週,Y,,3,デクラレーションオブウォー,ハービンジャー,,
8,6,リリーズブルーム,牝5,原田和,美浦・松山,差し,241.3,12,8,4歳以上1勝クラス,38.0,466(+4),東京,36,中4週,Y,,2,ブリックスアンドモルタル,Theatrical,,
9,7,モルビド,牝4,小沢,栗東・中内田,差し,73.4,10,7,4歳以上1勝クラス,35.2,424(+10),福島,63,中8週,Y,,3,ブリックスアンドモルタル,ディープインパクト,,
10,7,ソングオブザバード,牝3,横山武,栗東・佐藤悠,先行,4.4,2,3,,34.6,460(+4),中山,71,中9週,Y,,2,シルバーステート,ダイワメジャー,,
11,8,ルージュカエラ,牝5,吉田隼,美浦・古賀慎,差し,240.3,11,11,4歳以上1勝クラス,36.5,438(-4),中山,78,中10週,Y,,3,レイデオロ,フレンチデピュティ,,
12,8,エイカイコバチ,牝3,佐々木,栗東・藤原,差し,18.8,8,1,3歳未勝利,35.3,452(-2),函館,7,連闘,Y,,3,エピファネイア,ディープインパクト,,
