券種,組み合わせ,配当,人気
単勝,2,130,1
複勝,2,110,1
複勝,1,310,6
複勝,4,260,5
枠連,1-2,1060,5
馬連,1-2,980,4
ワイド,1-2,560,5
ワイド,2-4,490,4
ワイド,1-4,2030,21
馬単,2-1,1390,5
3連複,1-2-4,2840,11
3連単,2-1-4,8930,28
