券種,組み合わせ,配当,人気
単勝,7,160,1
複勝,7,110,1
複勝,3,250,5
複勝,6,170,3
枠連,3-5,1160,5
馬連,3-7,1030,4
ワイド,3-7,420,3
ワイド,6-7,300,2
ワイド,3-6,1370,17
馬単,7-3,1380,4
3連複,3-6-7,2280,5
3連単,7-3-6,7260,13
