着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,アメリカンビキニ,牝2,55.0,団野,1:23.6,,2,3.8,36.3,栗東斉藤崇,494(+2)
2,4,4,スカイブルー,牡2,55.0,西村淳,1:24.0,2.1/2,6,18.5,36.5,栗東杉山晴,502(+2)
3,5,5,クレーキング,牡2,55.0,岩田康,1:24.0,アタマ,1,2.7,35.5,美浦中舘,482(+4)
4,8,10,ハッピーマン,牡2,55.0,坂井,1:24.2,1.1/4,3,3.8,36.3,栗東寺島,458(+2)
5,2,2,エコロアゼル,牡2,55.0,武豊,1:24.6,2.1/2,4,8.5,35.8,栗東森秀,502(+8)
6,8,9,ソロモン,牡2,55.0,松山,1:25.1,3,5,9.7,37.4,美浦堀,526(+2)
7,3,3,コスモストーム,牡2,55.0,秋山稔,1:25.8,4,7,19.7,37.9,栗東北出,486(-10)
8,6,6,ケイアイマハナ,牡2,55.0,岩田望,1:26.2,2.1/2,8,44.4,38.1,栗東村山,486(+8)
9,7,8,カガバベル,牡2,55.0,横山武,1:26.3,アタマ,9,71.3,38.2,美浦萱野,510(+2)
10,7,7,アースミューズ,牝2,55.0,丸山,1:27.1,5,10,124.2,39.3,美浦粕谷,442(+14)
