馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヤマニンガラッシア,牡7,大野,美浦・辻,先行,105.9,9,,,0.0,456(-4),中山,232,中32週,Y,Y,3,ディープインパクト,タイキシャトル,,
2,2,アヴニールドブリエ,牡4,横山和,美浦・宮田,差し,13.8,4,10,4歳以上2勝クラス,35.4,506(0),東京,14,中1週,Y,,3,エピファネイア,ゼンノロブロイ,,
3,3,モンタナアゲート,牡5,岩田康,美浦・和田郎,差し,21.5,6,11,,35.0,536(0),中山,42,中5週,Y,,3,ダイワメジャー,シングスピール,,
4,4,ラファドゥラ,牝4,菅原明,美浦・小島,先行,3.3,2,2,4歳以上2勝クラス,33.3,490(+6),東京,21,中2週,Y,,3,ドゥラメンテ,シングスピール,,
5,5,ロゼル,牡4,岩田望,美浦・大和田,先行,17.4,5,4,4歳以上2勝クラス,34.6,482(-6),中山,63,中8週,Y,,3,シルバーステート,タイキシャトル,,
6,6,シュブリーム,牡8,永野,美浦・大和田,先行,130.7,10,5,,38.0,488(0),中山,78,中10週,Y,,3,ジャングルポケット,ダンスインザダーク,,
7,7,メタルスパーク,セ7,野中,美浦・菊川,,33.8,7,5,,36.8,498(+12),東京,28,中3週,Y,,3,ジョーカプチーノ,Silver Hawk,,B
8,7,プッシュオン,牡4,坂井,栗東・西村,差し,2.2,1,2,,32.8,452(-2),阪神,36,中4週,Y,,3,キズナ,Monsun,,
9,8,ソワドリヨン,牝4,北村宏,美浦・古賀,差し,50.5,8,9,4歳以上2勝クラス,35.0,474(+2),東京,14,中1週,Y,,3,ハーツクライ,Dynaformer,,
10,8,ウインオーディン,牡4,三浦,美浦・鹿戸,逃げ,3.8,3,2,,35.3,488(+6),中京,71,中9週,Y,,3,エピファネイア,フジキセキ,,
