券種,組み合わせ,配当,人気
単勝,8,2850,8
複勝,8,530,9
複勝,9,340,6
複勝,12,140,2
枠連,6-7,1710,11
枠連,6-8,440,5
馬連,8-9,8920,38
馬連,8-12,1990,13
ワイド,8-9,3880,40
ワイド,8-12,1230,13
ワイド,9-12,600,5
馬単,8-9,22110,85
馬単,8-12,6230,37
3連複,8-9-12,12050,40
3連単,8-9-12,77460,387
3連単,8-12-9,57930,320
