コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"7(11,13)16(4,5)(8,12)(2,6,9)(1,14,15)-10-3"
4コーナー,"(7,*11)(13,16)(4,5,8)(9,12)(2,6)(1,14,15)10-3"
