券種,組み合わせ,配当,人気
単勝,15,260,1
複勝,15,140,1
複勝,7,230,6
複勝,14,180,3
枠連,4-8,1060,5
馬連,7-15,1310,4
ワイド,7-15,530,4
ワイド,14-15,370,1
ワイド,7-14,820,12
馬単,15-7,1830,5
3連複,7-14-15,2590,7
3連単,15-7-14,10800,22
