コーナー,通過順
1コーナー,"15,16-6,12-11(3,7,13)(4,9)8,10(1,2)14,5"
2コーナー,"15,16-6-12(3,11)13(4,7,9)-(8,10)-(1,2)(5,14)"
3コーナー,"15,16-6(3,11)(4,7,13)(12,9)8,10,2,5,1,14"
4コーナー,"(*15,16)11(3,6,7,13)(4,9)8(2,10)5,12(1,14)"
