券種,組み合わせ,配当,人気
単勝,12,600,2
複勝,12,270,3
複勝,8,490,7
複勝,1,770,10
枠連,6-8,2260,9
馬連,8-12,4050,15
ワイド,8-12,1370,15
ワイド,1-12,2160,30
ワイド,1-8,3150,40
馬単,12-8,8280,31
3連複,1-8-12,25890,84
3連単,12-8-1,109760,358
