馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ギマール,牡5,国分恭,栗東・岡田,差し,6.2,2,,,0.0,452(-4),小倉,77,中10週,Y,,3,カレンブラックヒル,ブライアンズタイム,,
2,2,グランキングオー,牡4,斎藤,栗東・高橋康,先行,10.5,5,8,,39.4,458(+2),小倉,77,中10週,Y,,3,シニスターミニスター,ゴールドアリュール,,B
3,2,セボンサデッセ,牡4,菱田,栗東・橋口,先行,2.8,1,1,4歳以上1勝クラス,37.4,486(0),小倉,56,中7週,Y,,3,ルヴァンスレーヴ,クロフネ,,
4,3,グレイスオブゴッド,牝6,小沢,栗東・緒方,差し,100.5,13,4,ブルートシ,39.6,482(-13),川崎,54,中7週,,,2,ラニ,スキャターザゴールド,,
5,3,スマートプレシャス,牝5,丸田,栗東・中村,逃げ,19.9,8,13,,39.0,514(+8),小倉,57,中7週,Y,,3,シャンハイボビー,スマートファルコン,,
6,4,マイレーヌ,牝6,横山琉,美浦・大和田,差し,107.8,14,11,4歳以上2勝クラス,35.0,512(-12),東京,64,中8週,Y,,3,ロゴタイプ,タイキシャトル,,
7,4,トーレ,牡5,丸山,栗東・高橋亮,,24.7,10,16,,40.8,484(+4),小倉,57,中7週,Y,,3,マジェスティックウォリアー,ダンスインザダーク,,
8,5,マーウォルス,牡4,亀田,栗東・茶木,差し,9.5,4,5,,37.4,474(-2),小倉,57,中7週,Y,,3,アドマイヤマーズ,ロックオブジブラルタル,,
9,5,イブニングタイド,牝4,西塚,美浦・林,差し,108.6,15,15,,38.1,452(-8),東京,63,中8週,Y,,3,ドゥラメンテ,Northern Afleet,,
10,6,トルショー,牡4,,美浦・伊藤圭,差し,31.8,11,8,4歳以上2勝クラス,40.7,460(-2),中山,49,中6週,Y,,3,シニスターミニスター,Medaglia d'Oro,,
11,6,キングツェッペリン,牡5,,栗東・牧田,差し,6.5,3,7,,37.0,468(-4),小倉,63,中8週,Y,,3,モーニン,ワイルドラッシュ,,
12,7,コスモマルーン,牝6,菊沢,美浦・秋本,差し,48.9,12,5,4歳以上2勝クラス,38.5,480(+8),中山,29,中3週,Y,,3,ロージズインメイ,タマモクロス,,
13,7,カスバートテソーロ,牝4,柴田大,美浦・畠山,差し,24.2,9,1,4歳以上1勝クラス,37.9,430(-6),福島,14,中1週,Y,,3,ゴールドアクター,Shirocco,,
14,8,ジュンラトゥール,牡5,富田,栗東・浜田,差し,12.1,7,7,4歳以上2勝クラス,37.9,458(-10),阪神,36,中4週,Y,,3,パイロ,スペシャルウィーク,,B
15,8,セザンワールド,セ6,長浜,美浦・蛯名利,差し,10.6,6,4,,37.7,498(-8),中山,22,中2週,Y,,3,トゥザワールド,ジャングルポケット,,B
