券種,組み合わせ,配当,人気
単勝,4,450,2
複勝,4,210,2
複勝,2,310,5
馬連,2-4,880,5
ワイド,2-4,270,3
ワイド,1-4,640,10
ワイド,1-2,880,13
馬単,4-2,1960,9
3連複,1-2-4,2460,11
3連単,4-2-1,16570,70
