馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ウィンターベル,牡2,ビュイ,美浦・木村,先行,18.4,6,3,,34.8,480(+4),中山,78,中10週,Y,,2,バゴ,ディープインパクト,,
2,2,シンフォーエバー,牡2,戸崎圭,栗東・森秀,逃げ,7.3,4,6,,35.6,494(0),東京,22,中2週,Y,,3,Complexity,Pulpit,,
3,3,ツインピークス,牝2,菅原明,美浦・高木,差し,42.4,8,1,2歳未勝利,33.3,474(-4),東京,15,中1週,Y,,3,ミスターメロディ,キングカメハメハ,,
4,4,ブルクトーア,牡2,鮫島駿,栗東・長谷川,差し,22.7,7,1,2歳未勝利,34.3,488(+6),中京,57,中7週,Y,,2,Saxon Warrior,Catcher In The Rye,,
5,5,レーヴブリリアント,牡2,ルメー,美浦・田中博,差し,3.9,3,1,2歳新馬,34.0,446(-2),中山,69,中9週,Y,,1,スワーヴリチャード,ロードカナロア,,
6,6,ガルダイア,牡2,ムーア,美浦・国枝,逃げ,3.7,2,1,2歳新馬,33.8,470(+2),東京,49,中6週,Y,,1,エピファネイア,ネオユニヴァース,,
7,7,ロードリベラシオン,牡2,スミヨ,美浦・尾形,,9.8,5,1,2歳未勝利,34.3,490(+6),中山,64,中8週,Y,,2,ダノンバラード,エンパイアメーカー,,
8,7,ニシノルアノーヴァ,牡2,田辺,美浦・古賀,先行,79.9,9,6,,35.8,482(+12),東京,50,中6週,Y,,3,リオンディーズ,ハーツクライ,,
9,8,ディアナザール,牡2,Ｃデム,栗東・斉藤崇,先行,2.8,1,2,,33.8,474(-4),京都,29,中3週,Y,,2,ロードカナロア,ディープインパクト,,
10,8,アルメールヴェント,牡2,ミシェ,地方・河津裕,差し,251.2,10,3,新選特別,40.1,446(+9),浦和,94,中12週,,,0,レーヴミストラル,カンパニー,,
