着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,12,レガーロデルシエロ,牡3,55.0,戸崎圭,1:48.0,,1,2.6,34.8,美浦栗田,510(0)
2,7,14,ワザモノ,牡6,58.0,菅原明,1:48.0,クビ,10,41.8,34.7,美浦尾関,494(-2)
3,7,13,エレクトリックブギ,牡3,55.0,三浦,1:48.1,クビ,3,4.7,35.3,美浦鹿戸,432(+2)
4,3,5,グラニット,牡4,58.0,嶋田,1:48.1,アタマ,4,8.5,35.6,美浦大和田,458(+2)
5,5,9,ニシノコウフク,牝4,56.0,田辺,1:48.2,3/4,2,3.9,34.7,美浦伊藤大,464(+2)
6,8,16,レゾンドゥスリール,セ6,58.0,松若,1:48.3,アタマ,13,104.4,35.3,栗東辻野,454(+2)
7,1,1,マスキュリン,牝4,56.0,丸山,1:48.3,クビ,7,24.8,35.2,栗東新谷,438(-4)
8,5,10,ピンキープロミス,牡4,58.0,木幡巧,1:48.4,3/4,5,14.1,35.2,美浦畠山,484(-4)
9,4,8,フィールザオーラ,牝4,56.0,藤田菜,1:48.8,2.1/2,8,27.1,36.2,美浦武井,468(0)
10,6,11,フィデリオグリーン,牡8,58.0,野中,1:48.8,ハナ,14,160.3,35.2,美浦根本,496(-4)
11,2,4,ソワドリヨン,牝4,56.0,内田博,1:48.8,ハナ,9,35.8,35.5,美浦古賀,460(-14)
12,4,7,モンタナアゲート,牡5,58.0,石川,1:48.9,クビ,6,22.0,35.5,美浦和田郎,538(+2)
13,3,6,メタルスパーク,セ7,58.0,江田照,1:49.2,1.3/4,11,88.7,36.1,美浦菊川,486(-14)
14,2,3,ゼンカイテン,牡5,58.0,菊沢,1:49.6,2.1/2,12,95.0,36.8,美浦矢野,470(-8)
15,8,15,コロンドール,セ7,58.0,横山琉,1:50.4,5,16,327.7,36.1,美浦和田雄,492(+4)
中止,1,2,ダンディジャック,牡5,58.0,丸田,,,15,206.0,,美浦佐藤吉,504(-8)
