馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,バトゥカーダ,牡2,川須,栗東・安達,,11.0,6,,,,480(0),,,,,,,カレンブラックヒル,サウスヴィグラス,,
2,1,グリッタードール,牝2,田口,栗東・大橋,,103.8,15,,,,444(0),,,,,,,サトノダイヤモンド,クロフネ,,
3,2,フリッシュ,牡2,松若,栗東・平田,,44.4,11,,,,486(0),,,,,,,パイロ,ヘニーヒューズ,,
4,2,マクアケ,牡2,吉村,栗東・杉山佳,,40.3,10,,,,460(0),,,,,,,エスポワールシチー,El Corredor,,
5,3,テーオーグレーザー,牡2,高杉,栗東・藤岡,,4.6,2,,,,486(0),,,,,,,マテラスカイ,アグネスデジタル,,
6,3,ダイコクヤタエモン,牡2,Ｍデム,美浦・牧,,22.7,8,,,,490(0),,,,,,,ナダル,ダイワメジャー,,
7,4,キンダープンシュ,牝2,坂井,栗東・大久保,,2.6,1,,,,472(0),,,,,,,モーリス,ゴールドアリュール,,
8,4,ミトノリン,牝2,国分優,栗東・前川,,56.9,13,,,,464(0),,,,,,,アメリカンペイトリオット,ディープインパクト,,
9,5,ルパピヨンブラン,牝2,川又,栗東・杉山佳,,118.7,16,,,,418(0),,,,,,,ゴールドドリーム,ディスクリートキャット,,
10,5,サンブル,牡2,田山,栗東・浜田,,23.7,9,,,,482(0),,,,,,,ナダル,Orpen,,
11,6,ルファーダ,牡2,,栗東・大根田,,17.8,7,,,,494(0),,,,,,,ヘニーヒューズ,ゼンノロブロイ,,
12,6,ピエナオルカ,牡2,河原田,栗東・谷,,102.8,14,,,,476(0),,,,,,,ゴールドドリーム,スウェプトオーヴァーボード,,
13,7,クリノアトレ,牡2,菱田,栗東・高橋忠,,55.4,12,,,,452(0),,,,,,,ダノンプレミアム,Purge,,
14,7,シュテフィ,牝2,松山,栗東・牧田,,10.9,5,,,,448(0),,,,,,,ルヴァンスレーヴ,ルーラーシップ,,
15,8,スマイルガーデン,牝2,小沢,栗東・西村,,10.8,4,,,,468(0),,,,,,,ナダル,シンボリクリスエス,,
16,8,メッチャエエヤン,牡2,和田竜,栗東・宮,,7.4,3,,,,496(0),,,,,,,シャンハイボビー,ダイワメジャー,,
