券種,組み合わせ,配当,人気
単勝,3,150,1
複勝,3,110,1
複勝,9,890,10
複勝,10,350,5
枠連,2-5,3050,10
馬連,3-9,6560,16
ワイド,3-9,2050,16
ワイド,3-10,620,6
ワイド,9-10,12030,57
馬単,3-9,7730,20
3連複,3-9-10,20990,54
3連単,3-9-10,72700,176
