馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヴィジョンメーカー,牡2,丸山,美浦・林,,7.8,3,,,,512(0),,,,,,,ルーラーシップ,ディープインパクト,,
2,2,マイネルボス,牡2,柴田大,美浦・伊藤大,,29.1,7,,,,436(0),,,,,,,ダノンバラード,Street Boss,,
3,3,オンザバサラ,牡2,三浦,美浦・大和田,,28.1,6,,,,468(0),,,,,,,ハービンジャー,ディープインパクト,,
4,4,レッドベルダンス,牡2,戸崎圭,美浦・手塚,,3.2,2,,,,448(0),,,,,,,レイデオロ,Union Rags,,
5,5,マイネルトラオム,牡2,松岡,美浦・深山,,84.1,10,,,,448(0),,,,,,,ノヴェリスト,サンデーサイレンス,,
6,6,ダテミカヅキ,牡2,,栗東・西園翔,,33.9,9,,,,460(0),,,,,,,デクラレーションオブウォー,ネオユニヴァース,,
7,7,ピコチャンブラック,牡2,石橋脩,美浦・上原佑,,1.7,1,,,,472(0),,,,,,,キタサンブラック,ネオユニヴァース,,
8,7,マルセルテソーロ,牡2,木幡巧,美浦・嘉藤,,30.6,8,,,,476(0),,,,,,,フィエールマン,Camelot,,
9,8,マーレリアン,牝2,石川,美浦・萱野,,15.2,4,,,,492(0),,,,,,,ブリックスアンドモルタル,マンハッタンカフェ,,
10,8,ファイアリーホット,牡2,菅原明,美浦・和田勇,,27.7,5,,,,432(0),,,,,,,ミッキーアイル,ハーツクライ,,
