着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,アドマイヤテラ,牡5,58.0,武豊,3:02.0,,1,3.1,34.1,栗東友道,504(+6)
2,4,4,アクアヴァーナル,牝5,55.0,坂井,3:02.5,3,6,13.6,34.9,栗東四位,478(+6)
3,5,5,ダノンシーマ,牡4,56.0,川田,3:02.7,1.1/4,2,3.3,34.7,栗東中内田,492(-2)
4,2,2,シュヴァリエローズ,牡8,57.0,北村友,3:03.0,1.1/2,7,32.8,34.8,栗東清水久,466(+2)
5,7,7,マイネルエンペラー,牡6,58.0,丹内,3:03.0,アタマ,4,7.2,35.3,栗東清水久,490(-4)
6,8,9,サンライズソレイユ,牡5,57.0,岩田望,3:03.2,1.1/2,8,35.6,35.7,栗東矢作,530(+8)
7,6,6,レッドバンデ,牡4,56.0,佐々木,3:03.8,3.1/2,3,3.6,36.0,美浦大竹,480(-12)
8,7,8,メイショウブレゲ,牡7,57.0,酒井,3:03.9,1/2,9,174.1,35.7,栗東本田,476(-6)
9,3,3,ファミリータイム,牡5,57.0,松山,3:04.4,3,5,12.6,36.3,栗東石坂,482(+2)
10,8,10,ダンディズム,セ10,57.0,松本,3:05.4,6,10,223.9,37.1,栗東野中,478(-2)
