着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,ワンブランチ,牝3,53.0,佐々木,1:47.5,,1,3.7,35.1,美浦上原佑,436(-2)
2,8,10,エイシンジェンマ,牝4,56.0,菱田,1:47.6,3/4,2,4.3,35.1,栗東中尾,498(0)
3,6,7,マイバラード,牡4,58.0,丹内,1:47.9,1.1/2,7,10.9,35.3,美浦松永康,466(-4)
4,8,11,ヴェルテンベルク,牡4,58.0,藤岡佑,1:47.9,クビ,3,4.5,34.9,栗東宮本,482(-6)
5,1,1,ダミエ,牡4,58.0,武豊,1:48.0,1/2,4,7.1,35.3,栗東武幸,464(0)
6,5,5,ディープグラビティ,セ5,58.0,鮫島駿,1:48.5,3,9,28.2,35.6,美浦矢嶋,456(+10)
7,6,6,マルカオペラ,牝3,53.0,北村友,1:48.5,アタマ,5,8.4,36.1,栗東浜田,470(+2)
8,7,8,ニホンピロアリー,牝4,56.0,川端,1:48.7,3/4,11,279.4,35.7,栗東中尾,422(-2)
9,7,9,マイネルヒッツェ,牡6,58.0,丸山,1:48.8,3/4,10,122.0,36.9,美浦粕谷,476(+8)
10,3,3,キーパフォーマー,牝3,53.0,古川吉,1:49.0,1.1/4,8,24.3,36.5,栗東佐々木,454(0)
11,2,2,エピメテウス,牡4,58.0,大野,1:49.2,1.1/4,6,10.5,37.0,美浦堀,532(+2)
