着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,3,サンダーストラック,牡3,57.0,ハマー,1:33.4,,9,19.5,34.4,美浦木村,524(+4)
2,8,16,サウンドムーブ,牡3,57.0,団野,1:33.5,クビ,4,7.2,34.3,栗東斉藤崇,456(-2)
3,1,1,アルトラムス,牡3,57.0,岩田望,1:33.6,3/4,3,5.8,34.1,栗東野中,474(-6)
4,6,11,バルセシート,牡3,57.0,北村友,1:33.7,1/2,2,5.0,34.0,栗東松下,468(+2)
5,7,13,モノポリオ,牡3,57.0,ルメー,1:34.1,2.1/2,1,4.7,35.1,美浦森一,482(-10)
6,5,9,エイズルブルーム,牝3,55.0,池添,1:34.3,1,12,53.3,34.4,栗東坂口,444(-4)
7,6,12,フォルナックス,牝3,55.0,西村淳,1:34.3,ハナ,6,13.0,35.1,栗東奥村豊,464(0)
8,5,10,ファニーバニー,牝3,55.0,鮫島駿,1:34.3,クビ,15,106.0,36.0,栗東杉山佳,442(-2)
9,2,4,ディアダイヤモンド,牝3,55.0,武豊,1:34.3,ハナ,5,8.3,35.0,美浦手塚久,462(-6)
10,1,2,リアライズブラーヴ,牡3,57.0,松山,1:34.4,クビ,11,24.1,34.8,栗東杉山晴,478(+6)
11,4,7,カクウチ,牡3,57.0,藤岡佑,1:34.5,1,14,98.5,35.7,栗東小崎,460(+8)
12,4,8,トミーバローズ,牡3,57.0,坂井,1:34.6,1/2,10,20.0,35.1,栗東清水久,474(+4)
13,8,15,クールデイトナ,牡3,57.0,吉村,1:34.9,1.3/4,8,15.7,35.8,栗東宮地,480(+2)
14,7,14,プレダトゥール,牡3,57.0,亀田,1:35.1,1.1/4,16,193.8,36.0,栗東北出,456(+4)
15,3,5,フレイムスター,牡3,57.0,高杉吏,1:35.4,2,13,67.6,36.7,栗東清水久,520(-6)
16,3,6,ルートサーティーン,牡3,57.0,岩田康,1:36.1,4,7,13.6,37.4,栗東辻野,486(+10)
