馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヒートオンビート,セ8,石神深,美浦・青木,先行,2.8,2,1,障害4歳以上未勝利,13.6,478(-8),中山,70,中9週,Y,,3,キングカメハメハ,ディープインパクト,,
2,2,テイエムタツマキ,牡7,黒岩,栗東・武英,先行,13.9,5,9,,13.4,508(0),小倉,42,中5週,Y,,3,キズナ,クロフネ,,B
3,3,ディナースタ,牡6,高田,栗東・辻野,逃げ,2.5,1,2,,13.5,486(+4),小倉,28,中3週,Y,,3,ドゥラメンテ,Unbridled's Song,,
4,4,レディステディゴー,牡7,難波,栗東・中村,差し,31.0,7,10,ブルートシ,39.8,512(-5),川崎,23,中2週,,,2,ダイワメジャー,More Than Ready,,
5,5,サンマルグレイト,牡5,大江圭,美浦・佐藤吉,先行,87.9,9,9,,13.6,442(-14),小倉,28,中3週,Y,,3,グレーターロンドン,ハービンジャー,,
6,6,エコロマーベリック,セ5,草野,美浦・岩戸,先行,39.5,8,1,障害4歳以上未勝利,13.7,478(-10),小倉,35,中4週,Y,,3,ハーツクライ,Ghostzapper,,
7,7,トーアモルペウス,セ5,五十嵐,美浦・辻,,8.4,4,1,,13.3,488(0),小倉,56,中7週,Y,,3,タリスマニック,クロフネ,,B
8,7,ブリヨンカズマ,牡6,,美浦・高橋文,差し,23.9,6,4,,13.3,526(+8),中京,77,中10週,Y,,3,クロフネ,ルーラーシップ,,
9,8,レッドバロッサ,セ6,小牧加,栗東・佐藤悠,先行,5.3,3,3,,13.5,516(0),小倉,35,中4週,Y,,3,ドレフォン,ディープインパクト,,
10,8,パープルアドミラル,牡5,上野,美浦・堀内,差し,118.9,10,12,,13.9,440(-10),小倉,35,中4週,Y,,3,シビルウォー,マンハッタンカフェ,,
