馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ルーナディサングエ,牡2,菅原隆,美浦・天間,,265.6,15,,,,454(0),,,,,,,リアルスティール,アドマイヤムーン,,
2,1,ユーフォリア,牝2,嶋田,美浦・南田,,84.1,9,,,,432(0),,,,,,,ダノンレジェンド,キャプテンスティーヴ,,
3,2,ヌクレオチド,牡2,柴田善,美浦・粕谷,,100.5,11,,,,462(0),,,,,,,モズアスコット,エピファネイア,,
4,2,ジョイアミーア,牝2,モレイ,美浦・高柳瑞,,2.4,1,,,,448(0),,,,,,,モズアスコット,ネオユニヴァース,,
5,3,キミガイチバンイイ,牡2,菊沢,美浦・鈴木慎,,94.6,10,,,,480(0),,,,,,,スズカコーズウェイ,ハービンジャー,,
6,3,ルクスレイモンド,牡2,津村,美浦・上原佑,,5.5,3,,,,476(0),,,,,,,ヘニーヒューズ,ストラヴィンスキー,,
7,4,モズセンピロ,牝2,小林美,栗東・牧浦,,24.0,8,,,,442(0),,,,,,,モズアスコット,サウスヴィグラス,,
8,4,ビックリパラダイス,牡2,遠藤,美浦・萱野,,199.8,13,,,,478(0),,,,,,,スマートファルコン,ロードカナロア,,B
9,5,アンセートゥモダン,牝2,木幡巧,美浦・杉浦,,118.9,12,,,,404(0),,,,,,,ルヴァンスレーヴ,ダイワメジャー,,
10,5,アイアンブランド,牝2,柴田大,美浦・南田,,244.3,14,,,,424(0),,,,,,,ビッグアーサー,ハーツクライ,,
11,6,マイネルテオドロス,牡2,佐々木,美浦・菊川,,15.4,5,,,,452(0),,,,,,,ダノンバラード,アグネスデジタル,,
12,6,マジックアロマ,牝2,松山,栗東・小栗,,17.3,6,,,,446(0),,,,,,,ヘニーヒューズ,ネオユニヴァース,,
13,7,ガルディーノ,牡2,石田,美浦・新開,,267.3,16,,,,486(0),,,,,,,ダイワメジャー,Pure Prize,,
14,7,スタームーンナイト,牡2,横山和,美浦・中舘,,3.2,2,,,,496(0),,,,,,,ヴァンゴッホ,ロードカナロア,,
15,8,サノノアルペン,牡2,丹内,美浦・尾形,,12.0,4,,,,492(0),,,,,,,シャンハイボビー,サウスヴィグラス,,
16,8,ツクバヴァンガード,牡2,内田博,美浦・奥平,,19.2,7,,,,472(0),,,,,,,リーチザクラウン,キャプテンスティーヴ,,
