着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,ヤブサメ,牡4,56.0,武豊,1:22.3,,2,5.6,32.9,栗東石橋,490(-4)
2,6,8,モンテシート,牡3,56.0,Cデム,1:22.4,3/4,1,2.9,33.6,栗東牧田,502(+8)
3,4,4,シュヴェルトライテ,牝6,53.0,荻野極,1:22.5,1/2,11,50.4,33.5,美浦池上,450(-2)
4,3,3,グランデサラス,牡5,56.0,池添,1:22.5,アタマ,5,8.5,33.3,栗東池添,490(0)
5,8,11,ミストレス,牝3,54.0,坂井,1:22.6,アタマ,3,6.1,33.5,栗東矢作,484(+4)
6,5,5,ルミノメテオール,牝5,52.0,酒井,1:22.6,ハナ,8,18.9,33.7,美浦金成,466(+10)
7,6,7,モズナナスター,牝3,54.0,西村淳,1:22.6,ハナ,9,22.9,33.9,栗東矢作,456(0)
8,7,10,トラペジスト,牡4,56.0,北村友,1:22.7,3/4,7,16.0,32.9,栗東秋山,552(+4)
9,2,2,ウルトラソニック,牡7,53.0,田口,1:22.7,クビ,10,28.2,33.5,栗東中尾,486(+2)
10,5,6,エヴァンスウィート,牝4,53.0,鮫島駿,1:22.9,1.1/4,6,8.8,34.3,栗東友道,446(-2)
11,8,12,アスクビギンアゲン,牡6,53.0,吉村,1:23.1,1.1/4,12,109.9,33.6,栗東梅田,574(+2)
12,7,9,セシリエプラージュ,牝4,54.0,松山,1:23.3,1,4,8.3,34.0,栗東中村,416(-14)
