馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,フミサウンド,牡6,木幡初,美浦・鹿戸,差し,106.7,12,12,4歳以上2勝クラス,37.0,460(+2),東京,69,中9週,Y,,3,ジャスタウェイ,Redoute's Choice,,
2,1,セイウンデセオ,牝5,菊沢,美浦・小手川,差し,15.0,6,7,,34.7,496(+6),小倉,55,中7週,Y,,3,ヴィクトワールピサ,パイロ,,
3,2,インブロリオ,牝4,丹内,栗東・吉村,先行,9.4,4,9,,34.8,480(+4),小倉,69,中9週,Y,,3,アドマイヤムーン,Hard Spun,,
4,2,ウィンストン,牡4,和田陽,栗東・杉山晴,逃げ,5.3,3,1,4歳以上1勝クラス,34.5,494(-4),福島,7,連闘,Y,,3,モーリス,コマンズ,,B
5,3,モズトキキ,牝5,亀田,栗東・平田,差し,21.3,8,12,,33.8,538(-14),阪神,42,中5週,Y,,3,グランプリボス,Congrats,,B
6,3,クイーンズデイ,牝4,国分恭,栗東・岡田,先行,13.1,5,4,4歳以上2勝クラス,33.4,446(-2),阪神,21,中2週,Y,,3,ラブリーデイ,キングヘイロー,,
7,4,ヴァンヴィーヴ,牡5,舟山,栗東・牧浦,差し,4.0,2,2,,33.9,514(+2),福島,14,中1週,Y,,3,ダイワメジャー,Holy Roman Emperor,,
8,4,タガノスペルノヴァ,牡8,横山琉,栗東・中尾,差し,204.9,16,10,,33.4,418(-10),中京,245,中34週,Y,Y,3,モーリス,キングカメハメハ,,
9,5,バシレウスシチー,牡7,小崎,栗東・岡田,差し,47.2,11,12,,34.5,460(0),小倉,83,中11週,Y,,3,ビッグアーサー,ディープインパクト,,
10,5,ソレントフレイバー,牡7,野中,美浦・久保田,差し,140.7,14,7,,34.8,496(0),福島,168,中23週,Y,,3,キタサンブラック,Le Havre,,
11,6,セントールビースト,牡4,長岡,栗東・羽月,先行,41.4,10,2,,37.4,428(-6),福島,13,中1週,Y,,3,シニスターミニスター,スペシャルウィーク,,
12,6,マテンロウボンド,牡7,富田,栗東・野中,差し,40.7,9,5,,37.2,504(-2),小倉,301,中42週,Y,Y,3,キズナ,キングカメハメハ,,
13,7,スネーフリンガ,牝4,丸山,栗東・森田,先行,141.1,15,1,4歳以上1勝クラス,34.8,462(+2),小倉,56,中7週,Y,,3,サンダースノー,デュランダル,,
14,7,シュブロンレーヴル,牝5,小沢,栗東・杉山佳,差し,17.1,7,2,,35.0,422(-4),小倉,55,中7週,Y,,3,オルフェーヴル,ロードカナロア,,
15,8,マイネルラッシュ,牡6,石川,美浦・水野,差し,108.2,13,11,,34.5,464(-4),小倉,55,中7週,Y,,3,ダイワメジャー,バゴ,,
16,8,ヴェントゥーラ,牝4,斎藤,栗東・小栗,,2.8,1,1,4歳以上1勝クラス,34.1,484(+4),中京,41,中5週,Y,,3,サートゥルナーリア,ディープインパクト,,
