馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,クラウンジュエル,牡2,松岡,美浦・尾関,,63.6,11,,,,472(0),,,,,,,サトノクラウン,キングカメハメハ,,
2,2,ツァガーンサル,牝2,Ｈドイ,美浦・萩原,,8.5,4,,,,502(0),,,,,,,Not This Time,Brilliant Speed,,
3,2,ロングウェイホーム,牡2,嶋田,美浦・伊坂,,9.1,5,,,,522(0),,,,,,,ジャスタウェイ,Dansili,,
4,3,バルジール,牡2,大野,美浦・萩原,,6.8,3,,,,480(0),,,,,,,ルヴァンスレーヴ,ゴールドアリュール,,
5,3,アリーワーク,牝2,小沢,美浦・小野,,31.0,8,,,,460(0),,,,,,,ベストウォーリア,ネオユニヴァース,,
6,4,カフェノーチェ,牡2,三浦,美浦・古賀,,4.5,2,,,,524(0),,,,,,,ナダル,マンハッタンカフェ,,
7,4,トンヤイビーン,牡2,永島,美浦・辻,,12.5,6,,,,504(0),,,,,,,アニマルキングダム,ヘニーヒューズ,,
8,5,ラナイ,牝2,柴田大,美浦・伊藤大,,21.3,7,,,,466(0),,,,,,,ドレフォン,サンデーサイレンス,,
9,5,ヤマニンエボルブ,牡2,伊藤,美浦・千葉,,139.8,14,,,,476(0),,,,,,,ビーチパトロール,スウィフトカレント,,
10,6,シャトーホークビル,牡2,石神道,美浦・加藤和,,141.4,15,,,,444(0),,,,,,,ホークビル,Cozzene,,
11,6,スピアッジャローザ,牝2,秋山稔,美浦・蛯名利,,71.4,12,,,,466(0),,,,,,,ビーチパトロール,ジャングルポケット,,
12,7,マブアンドフェール,牡2,杉原,美浦・古賀,,58.8,10,,,,520(0),,,,,,,マインドユアビスケッツ,Morning Line,,
13,7,グロワールスカイ,牡2,,美浦・加藤士,,33.5,9,,,,478(0),,,,,,,ゴールドドリーム,シンボリクリスエス,,
14,8,ヒットミー,牝2,柴田善,美浦・鹿戸,,2.5,1,,,,474(0),,,,,,,シニスターミニスター,アルデバランII,,
15,8,ハズムリズム,牡2,河原田,美浦・土田,,94.1,13,,,,546(0),,,,,,,ラブリーデイ,Tiznow,,
