着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,アンゴラブラック,牝4,56.0,戸崎圭,1:59.3,,1,2.6,35.9,美浦尾関,460(-6)
2,8,15,アスクナイスショー,牡4,58.0,田辺,1:59.3,ハナ,3,7.7,36.1,美浦中舘,500(+12)
3,5,10,サトノクローク,牡5,58.0,三浦,1:59.3,クビ,9,38.4,35.4,栗東橋口,480(0)
4,3,5,ワイドアラジン,牡5,58.0,西塚,1:59.4,1/2,4,7.8,35.8,栗東奥村豊,482(0)
5,2,4,キュクヌス,牝4,56.0,津村,1:59.5,クビ,2,5.4,36.1,栗東池江,448(-4)
6,1,2,バロネッサ,牝4,56.0,ルメー,1:59.5,クビ,5,7.9,35.7,美浦田中博,514(+2)
7,7,14,ウインオーディン,牡5,58.0,石川,1:59.7,1,12,58.5,35.3,美浦鹿戸,494(+8)
8,6,12,ドラゴンヘッド,牡5,58.0,横山琉,1:59.8,3/4,10,43.8,35.5,美浦武藤,448(0)
9,4,7,モズマーヴェリック,牡4,58.0,国分恭,1:59.9,1/2,7,16.0,35.8,栗東牧浦,478(0)
10,3,6,メジャークロニクル,牡6,58.0,柴田大,2:00.1,1.1/4,13,66.2,36.7,美浦栗田,542(+8)
11,2,3,ニューステソーロ,牝4,56.0,菊沢,2:00.2,クビ,8,27.7,37.1,美浦高木,484(-4)
12,8,16,ルカランフィースト,牡4,58.0,菅原明,2:00.2,アタマ,6,14.2,36.3,美浦鹿戸,484(+6)
13,4,8,エンドロール,牡6,58.0,原,2:00.2,アタマ,11,45.7,35.6,美浦青木,454(-14)
14,5,9,コスモサガルマータ,牡5,58.0,荻野極,2:00.2,アタマ,16,154.1,35.4,美浦嘉藤,508(+2)
15,7,13,レディベル,牝6,56.0,大野,2:00.3,3/4,15,87.3,35.5,美浦辻,536(+2)
16,6,11,ライラスター,セ6,58.0,丸山,2:01.0,4,14,66.5,37.7,美浦森一,478(-2)
