馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,エアロクリスタ,牡2,松山,栗東・池添,,6.4,3,,,,468(0),,,,,,,カラヴァッジオ,シンボリクリスエス,,
2,2,タガノレクシア,牡2,,栗東・鈴木孝,,6.9,4,,,,488(0),,,,,,,マテラスカイ,タガノロックオン,,
3,3,コスモルミナ,牡2,松若,栗東・宮地,,9.8,5,,,,438(0),,,,,,,ベンバトル,マツリダゴッホ,,
4,4,リアルメッセージ,牡2,城戸,栗東・小林,,151.7,12,,,,450(0),,,,,,,リアルインパクト,Unusual Heat,,
5,4,テーオーライガ,牡2,団野,栗東・浜田,,68.6,9,,,,480(0),,,,,,,ミスターメロディ,エイシンフラッシュ,,
6,5,ヤマトデュノール,牡2,森田,栗東・安達,,349.3,13,,,,450(0),,,,,,,マテラスカイ,ゼンノロブロイ,,
7,5,ノトコンゴウ,牡2,角田和,栗東・中尾,,33.8,8,,,,486(0),,,,,,,オルフェーヴル,ストロングリターン,,
8,6,ソリドゥス,牡2,秋山稔,栗東・安達,,138.9,11,,,,462(0),,,,,,,アジアエクスプレス,ダイワメジャー,,
9,6,レッドレヴェリー,牡2,富田,栗東・武幸,,5.7,2,,,,448(0),,,,,,,オルフェーヴル,キャプテントゥーレ,,
10,7,ロンリーマン,牡2,田山,栗東・荒川,,19.7,6,,,,432(0),,,,,,,カレンブラックヒル,ロードカナロア,,
11,7,ブレイクアウェイ,牡2,岩田望,栗東・上村,,1.9,1,,,,452(0),,,,,,,キズナ,Thewayyouare,,
12,8,ラインエレガント,牝2,吉村,栗東・牧田,,74.5,10,,,,432(0),,,,,,,イスラボニータ,ブラックタイド,,
13,8,ベルヴェール,牡2,西村淳,栗東・石坂,,25.9,7,,,,464(0),,,,,,,モーリス,ネオユニヴァース,,
