券種,組み合わせ,配当,人気
単勝,4,170,1
複勝,4,110,1
複勝,7,140,3
複勝,3,130,2
枠連,4-7,410,2
馬連,4-7,500,2
ワイド,4-7,240,2
ワイド,3-4,170,1
ワイド,3-7,370,5
馬単,4-7,740,2
3連複,3-4-7,570,1
3連単,4-7-3,1990,2
