馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アドマイヤサジー,牝4,丹内,美浦・宮田,先行,6.2,2,3,,35.6,442(+4),中山,98,中13週,Y,,3,ハービンジャー,キングカメハメハ,
2,2,オールナット,牡3,北村友,栗東・高野,先行,1.5,1,1,3歳以上1勝クラス,36.8,514(0),函館,14,中1週,Y,,3,サトノダイヤモンド,フレンチデピュティ,
3,3,カナオールウェイズ B,牡4,高杉,栗東・藤岡,先行,9.4,4,4,,35.4,508(-6),小倉,141,中19週,Y,,3,ロードカナロア,Galileo,
4,4,バンフィエルド,牡5,角田河,栗東・緒方,差し,50.9,8,7,,35.0,434(-2),函館,14,中1週,Y,,3,オルフェーヴル,Candy Ride,
5,5,ノーブルクライ B,牡4,佐々木,美浦・田村,差し,29.1,6,1,,35.0,504(0),新潟,50,中6週,Y,,3,ハーツクライ,Smarty Jones,
6,6,ディープレイヤー,牡5,野中,美浦・大和田,差し,77.3,10,8,,35.7,482(-4),函館,14,中1週,Y,,3,ディーマジェスティ,トウカイテイオー,
7,6,ヴェルミセル,牝4,横山和,栗東・吉村,差し,12.6,5,8,,33.7,456(+6),阪神,92,中12週,Y,,3,ゴールドシップ,コンデュイット,
8,7,ウェイビー,牝4,鮫島駿,栗東・西村,,43.8,7,6,,34.4,550(+22),阪神,92,中12週,Y,,3,サトノアラジン,Medaglia d'Oro,
9,7,シリアルノヴェル,牡4,横山武,美浦・伊藤圭,差し,6.6,3,2,,35.2,482(+6),福島,84,中11週,Y,,3,ノヴェリスト,キングカメハメハ,
10,8,タイラーテソーロ B,牡5,永野,美浦・栗田,差し,51.6,9,5,,35.8,474(+4),東京,70,中9週,Y,,3,ゴールドシップ,Street Cry,
