馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アシャカタカ B,牡5,斎藤,美浦・鈴木伸,,9.3,5,3,,34.1,476(0),中山,62,中8週,Y,,3,ファインニードル,ハーツクライ,
2,1,ロードトレイル,牡4,角田和,栗東・藤岡,先行,37.1,12,14,,34.7,480(0),阪神,42,中5週,Y,,3,ロードカナロア,ディープインパクト,
3,2,メイショウピース,牝5,丸山,栗東・高橋亮,差し,16.7,9,1,,34.5,486(+12),小倉,126,中17週,Y,,3,リオンディーズ,Hurricane Run,
4,2,イサチルシーサイド,牡4,木幡初,美浦・竹内,差し,9.6,6,7,,34.3,494(+8),新潟,21,中2週,Y,,3,イスラボニータ,ファンタスティックライト,
5,3,エスペシャリー,牝3,丹内,栗東・四位,先行,7.3,2,1,,34.1,442(-6),札幌,84,中11週,Y,,3,スワーヴリチャード,Shamardal,
6,3,トーラスシャイン,牡4,松本,栗東・田中克,先行,9.2,4,7,,36.9,476(-2),中山,56,中7週,Y,,3,ファインニードル,ディープインパクト,
7,4,ロードマイライフ B,牡4,小沢,栗東・杉山晴,先行,8.0,3,1,,34.7,496(+2),札幌,69,中9週,Y,,3,ロードカナロア,ジャングルポケット,
8,4,ナムラローズマリー,牝4,藤懸,栗東・羽月,先行,21.9,10,10,,38.9,460(+2),中山,56,中7週,Y,,3,ミッキーアイル,ヨハネスブルグ,
9,5,ジュノー,セ7,江田照,美浦・田中勝,差し,65.0,14,8,,33.1,528(0),東京,35,中4週,Y,,3,Dark Angel,Rail Link,
10,5,ベイビーキッス,牝3,菊沢,美浦・青木,逃げ,10.6,8,1,,32.2,454(0),新潟,20,中2週,Y,,3,サンダースノー,フサイチコンコルド,
11,6,ジャスパーノワール,牡4,中井,栗東・森秀,,65.8,15,10,,34.5,512(-2),阪神,42,中5週,Y,,3,Frosted,Medaglia d'Oro,
12,6,ハートホイップ,牝6,横山琉,美浦・蛯名利,先行,47.6,13,1,,34.9,492(-2),札幌,77,中10週,Y,,3,ジョーカプチーノ,クロフネ,
13,7,ソルトクィーン,牝4,富田,栗東・武英,先行,4.1,1,2,,34.4,448(-2),新潟,21,中2週,Y,,3,シルバーステート,ストロングリターン,
14,7,トーセンエスクード,牡5,吉田隼,美浦・菊沢,差し,10.4,7,3,,34.4,446(-6),中山,42,中5週,Y,,3,トーセンラー,More Than Ready,
15,8,ヴィントミューレ,セ7,石川,美浦・木村,差し,92.9,16,15,,34.4,434(+10),中山,251,中35週,Y,Y,3,オルフェーヴル,Storm Cat,
16,8,ゴールドサーベル,牡4,荻野琢,栗東・大久保,差し,23.1,11,5,,35.5,470(-4),札幌,69,中9週,Y,,3,レッドファルクス,ステイゴールド,
