コーナー,通過順
1コーナー,"3-5,6,11-10=(4,9)-1,13(2,14)-12-(7,8)"
2コーナー,"3-5,6,11,10=9,4-1-(2,13)14,12(7,8)"
3コーナー,"3,5(10,6)-11=9-4-(1,14)(7,8)(2,12)13"
4コーナー,"(*3,5)10,6-(11,9)-4-14,1(2,12,7)8,13"
