券種,組み合わせ,配当,人気
単勝,10,3420,8
複勝,10,550,9
複勝,9,130,1
複勝,16,230,3
枠連,5-5,3560,14
馬連,9-10,3340,10
ワイド,9-10,1190,11
ワイド,10-16,3450,38
ワイド,9-16,650,5
馬単,10-9,8510,29
3連複,9-10-16,10050,29
3連単,10-9-16,95470,296
