馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,イベントホライゾン,牡3,松山,栗東・池江,先行,2.3,1,1,3歳1勝クラス,34.2,,阪神,148,中20週,Y,,3,ハービンジャー,スペシャルウィーク,,
2,2,ブルーマエストロ,牡4,川田,美浦・黒岩,先行,4.3,2,2,,33.4,,京都,294,中41週,Y,Y,3,サートゥルナーリア,エンパイアメーカー,,
3,3,トレサフィール,セ4,横山武,美浦・稲垣,,6.5,3,5,,33.9,,東京,106,中14週,Y,,3,サトノダイヤモンド,Rip Van Winkle,,
4,4,グランカンタンテ,牝5,三浦,美浦・鹿戸,先行,17.4,6,5,,35.1,,福島,70,中9週,Y,,3,リアルスティール,First Dude,,
5,5,スナークピカソ,牡4,丹内,栗東・高橋一,差し,17.7,7,4,,33.6,,中京,36,中4週,Y,,3,アジアエクスプレス,ディープインパクト,,
6,6,ヤマニンガラッシア,牡9,大野,美浦・辻,先行,25.8,9,9,,36.7,,福島,56,中7週,Y,,3,ディープインパクト,タイキシャトル,,
7,6,グロスビーク,牡4,津村,美浦・田中博,先行,9.8,5,11,,39.8,,福島,57,中7週,Y,,3,シスキン,キングカメハメハ,,
8,7,ホークマン,牡5,柴田大,美浦・粕谷,差し,115.7,11,11,,34.7,,東京,91,中12週,Y,,3,ホークビル,タイキシャトル,,
9,7,レッセパッセ,牝5,菊沢,美浦・柄崎,差し,49.9,10,10,,35.3,,札幌,21,中2週,Y,,3,ダノンバラード,コンデュイット,,
10,8,ワンモアスマイル,セ4,岩田康,栗東・藤岡健,差し,23.9,8,13,,34.4,,中京,21,中2週,Y,,3,ブリックスアンドモルタル,ディープインパクト,,
11,8,マイネルアレス,牡4,岩田望,美浦・相沢,先行,8.5,4,6,,35.3,,新潟,15,中1週,Y,,3,スクリーンヒーロー,ステイゴールド,,B
